visit_id,query,item_id,item_name,search_index,view_time,hold_id
113181,pole saw,990,Pole saw,4,2024-09-29 17:40:19 UTC,
122842,router bit,3969,Router bit - rabbeting,68,2024-10-28 13:24:49 UTC,
81978,bike rack,2404,Car bike rack,6,2024-08-16 19:51:48 UTC,
78494,saw,1248,Compound miter saw,90,2024-08-09 15:21:37 UTC,
106049,staple gun,1898,Staple gun,15,2024-09-19 01:21:46 UTC,43821
124247,popcorn machine,4712,Popcorn maker,1,2024-11-03 02:21:27 UTC,
76040,ladder,5153,Ladder,2,2024-08-04 17:07:11 UTC,
114392,air filter,3924,Air purifier,2,2024-10-03 23:42:48 UTC,44517
124041,metal saw,3183,Cordless band saw,15,2024-11-02 04:44:36 UTC,
126431,heat gun,3350,Heat gun,8,2024-11-11 21:43:47 UTC,
83714,lighting,5138,Product photo shooting kit,78,2024-08-21 12:49:23 UTC,
109914,nail gun hardwood,3053,Hardwood flooring cleat nailer,2,2024-09-26 16:20:46 UTC,
107820,2125,1372,Food mill,1,2024-09-21 18:09:50 UTC,
106404,string trimmer,4977,Cordless string trimmer and edger,12,2024-09-19 22:30:09 UTC,
116737,impact driver,3171,Impact driver,7,2024-10-11 12:59:15 UTC,
112531,air,4438,Air nozzle,27,2024-09-27 23:10:23 UTC,
80092,laptop ,1536,Video capture USB cord,5,2024-08-13 16:09:07 UTC,
127230,oscillating,3836,Cordless oscillating multi-tool,7,2024-11-14 16:13:31 UTC,46450
113536,floor scraper,4430,Heavy duty scraper,4,2024-09-30 20:45:05 UTC,44397
77288,jewelry,2600,Jewelry making tool kit,1,2024-08-07 03:20:14 UTC,
127219,miter saw,836,Sliding compound miter saw,4,2024-11-14 15:54:58 UTC,
113678,nail gun,973,Nail gun,4,2024-10-01 13:50:59 UTC,
77245,multi tool,4409,Oscillating multi-tool,6,2024-08-07 01:34:18 UTC,
88999,cooler,922,Cooler,8,2024-08-27 17:34:59 UTC,42706
101250,edger,4423,String trimmer and edger,8,2024-09-10 14:28:41 UTC,
109501,video camera,2459,GoPro video camera,9,2024-09-25 20:44:48 UTC,
122424,heat gun,4140,Heat gun,2,2024-10-26 21:12:15 UTC,
108886,detail sander,3454,Detail sander,2,2024-09-24 00:31:05 UTC,
101584,sleeping pads,4918,Sleeping pad,1,2024-09-10 22:30:24 UTC,43381
125126,speaker,2528,Guitar amp and speaker,1,2024-11-07 00:08:42 UTC,
90707,pry bar,2924,Line-up pry bar,1,2024-08-31 18:43:00 UTC,42962
73499,mig welder,490,MIG welder,1,2024-08-01 16:00:54 UTC,
80083,garden edger,3469,Edger and trencher,6,2024-08-13 15:38:54 UTC,
101283,tile cutter,4789,Tile & glass cutter,1,2024-09-10 15:22:38 UTC,
122136,saw,4752,Reciprocating saw,7,2024-10-25 15:09:51 UTC,
84848,hedge,5019,Electric hedge trimmer,14,2024-08-23 21:51:23 UTC,
83605,trowel,832,Notched trowel,14,2024-08-21 02:34:35 UTC,
122197,sewing machine,4773,Sewing machine,3,2024-10-25 18:04:28 UTC,
99566,auger,4574,Auger-drain cleaner,3,2024-09-08 15:25:26 UTC,
103615,camping,5101,Headlamp,227,2024-09-14 23:32:05 UTC,43654
118729,drywall ,4667,Rotozip,20,2024-10-15 23:58:26 UTC,
118898,basin wrench,4224,Faucet installation & removal tool,4,2024-10-16 18:04:42 UTC,
91924,pressure washer,3844,Power washer (gas powered),1,2024-09-04 17:24:25 UTC,43060
93825,sander,581,Orbital sander,54,2024-09-07 22:56:35 UTC,
114539,weed,3870,Blade weed cutter,6,2024-10-04 15:42:00 UTC,
91641,tent,4680,Camping tent,6,2024-09-03 20:27:47 UTC,
80923,bucket,22,Bucket,1,2024-08-14 03:20:31 UTC,
108581,sander,5155,Detail sander,30,2024-09-23 00:41:23 UTC,44029
112307,belt sander,3916,Abrasive cleaning stick,9,2024-09-27 13:03:16 UTC,
124812,leaf,4895,Electric blower,14,2024-11-05 14:37:35 UTC,
103882,camping mattress,5255,Sleeping pad,27,2024-09-15 14:00:34 UTC,
127023,gloves,400,Work gloves,1,2024-11-13 21:40:08 UTC,46336
78028,steamer,2713,Power steamer,5,2024-08-08 17:16:15 UTC,
79802,pressure,4125,Power washer,12,2024-08-12 18:27:15 UTC,
126202,floor nailer,3053,Hardwood flooring cleat nailer,1,2024-11-11 03:39:02 UTC,46041
115339,extension cord,2246,Extension cord,23,2024-10-07 04:42:04 UTC,
118656,temperature,3831,Infrared thermometer,2,2024-10-15 19:38:00 UTC,45025
80935,cricut,4271,Digital cutting machine,2,2024-08-14 04:38:31 UTC,
80009,hole saw,4067,Hole saw set,3,2024-08-13 13:16:37 UTC,
101398,chipper,1012,Wood chipper and shredder,2,2024-09-10 18:42:55 UTC,
76413,generator gas electric,3891,Gas-powered generator,1,2024-08-05 16:10:15 UTC,
114984,pressure washer,3907,Power washer,2,2024-10-05 20:11:55 UTC,
89978,saw,4814,Sliding compound miter saw,21,2024-08-30 01:05:05 UTC,
113568,sewing machine,5099,Sewing and quilting machine,8,2024-09-30 23:17:04 UTC,44402
107724,bed,4945,Sleeping pad,6,2024-09-21 07:49:58 UTC,
84157,sewing machine ,5099,Sewing and quilting machine,8,2024-08-22 15:18:00 UTC,42405
84381,collapsible water,4345,Collapsible water container,1,2024-08-22 23:01:12 UTC,
92523,jewelry making,2600,Jewelry making tool kit,1,2024-09-05 16:29:12 UTC,
90401,ban saw,893,Band saw,2,2024-08-30 23:02:12 UTC,
92786,clamp,4224,Faucet installation & removal tool,178,2024-09-06 12:30:09 UTC,
106033,nail gun,2265,Nail gun,3,2024-09-19 00:34:41 UTC,
121076,vacuum,4450,Shop-vac,35,2024-10-22 20:29:52 UTC,45287
83376,grinder,1024,Cordless angle grinder,5,2024-08-20 06:49:36 UTC,
119665,extention cords,4975,Extension cord,1,2024-10-19 12:36:17 UTC,
126150,tree saw,1433,Pole saw,7,2024-11-11 00:08:16 UTC,
119862,rivet,98,Ball peen hammer,11,2024-10-19 23:16:44 UTC,
106407,3859,3844,Power washer (gas powered),1,2024-09-19 22:32:16 UTC,
90559,table saw,4175,Jobsite table saw,1,2024-08-31 13:50:12 UTC,
102342,power drill,4204,Corded drill,6,2024-09-12 15:38:23 UTC,
108783,drill bit,454,Drill bit set,6,2024-09-23 18:33:10 UTC,
125313,flare,4617,Flaring tool,3,2024-11-07 18:13:29 UTC,
127320,shovel,2506,Shovel,19,2024-11-14 22:57:18 UTC,46630
85393,pole saw,4905,Pole saw,7,2024-08-24 20:04:11 UTC,
106361,scanner,3351,Digital camcorder,2,2024-09-19 20:23:03 UTC,
114915,gutter,2889,Drain Snake,2,2024-10-05 17:08:51 UTC,
122874,camera,3766,Digital camera with zoom lens,8,2024-10-28 17:28:48 UTC,45477
106214,camping tent,3370,Camping tent,2,2024-09-19 18:53:06 UTC,
88982,tarp,5135,Shade shelter w/ pole set,14,2024-08-27 17:51:43 UTC,
119416,drill press,2789,Mini drill press,2,2024-10-18 15:47:16 UTC,
76043,saw,4281,Sliding compound miter saw,30,2024-08-04 17:20:03 UTC,
78691,sander,2190,Sheet sander,2,2024-08-10 00:00:03 UTC,
100827,impact ,4636,Pneumatic tool kit (requires air compressor),23,2024-09-09 21:24:43 UTC,
113565,torque wrench,4776,Torque wrench,5,2024-09-30 23:03:12 UTC,
75626,shop vac,3590,Shop-vac,3,2024-08-03 17:27:10 UTC,
91221,saw,3655,Cut-off saw,40,2024-09-02 14:55:55 UTC,
103648,saw,5242,Compound miter saw,41,2024-09-15 00:57:11 UTC,
106706,chisel,175,Woodworking chisel set,4,2024-09-20 16:13:56 UTC,
124635,wallpaper steam,2712,Power steamer,3,2024-11-04 18:34:31 UTC,
107816,tile saw,228,Tile saw,2,2024-09-21 16:04:15 UTC,
102783,camping,3902,Camping lantern,41,2024-09-13 15:56:39 UTC,
102558,clamps,2814,Dowel jig kit,171,2024-09-12 21:18:58 UTC,
92572,hand saw,3890,Hand miter saw,17,2024-09-05 18:35:24 UTC,
108581,sander belt,391,Belt sander,4,2024-09-23 00:37:07 UTC,44026
75608,conduit,2303,Pipe cutter,4,2024-08-03 16:54:32 UTC,
125246,saw horse,5261,Saw horses,6,2024-11-07 14:36:49 UTC,
78276,plumbing,4574,Auger-drain cleaner,50,2024-08-09 01:01:41 UTC,
92017,extension pole,2890,Catch basin scoop w/ extension pole,6,2024-09-04 21:48:25 UTC,
89978,saw,2279,Edge guide,126,2024-08-30 01:11:36 UTC,
126411,allen wrench drill bit,5048,Pocket-hole jig,1,2024-11-11 21:03:11 UTC,
81561,camping,5063,Portable gas stove (BUTANE),19,2024-08-15 18:17:47 UTC,
85038,stud finder,1328,Stud finder,3,2024-08-24 16:49:21 UTC,
114315,jigsaw,4349,Orbital jig saw,2,2024-10-03 19:22:30 UTC,
90641,paint,917,Brush and roller cleaner,27,2024-08-31 17:36:26 UTC,42956
79574,power saw,813,Scroll saw,11,2024-08-12 02:05:56 UTC,
122874,camera,437,Digital camera with zoom lens (manual focus only),2,2024-10-28 17:22:46 UTC,45475
125472,hole saw ,3371,Diamond grit hole saw,26,2024-11-08 03:36:30 UTC,
121016,winch ,397,Winch,1,2024-10-22 16:30:35 UTC,45281
124313,3d printer,4142,3D printer,2,2024-11-03 14:08:24 UTC,
122874,camera,47,Film camera,7,2024-10-28 17:28:00 UTC,45476
125640,laser level,1266,Laser level (self leveling),1,2024-11-08 19:00:46 UTC,
89019,sleeping bags,4952,Sleeping bag,16,2024-08-27 19:05:10 UTC,42722
102983,cooler,4326,Camping chair w/ cooler and picnic set,6,2024-09-14 01:37:13 UTC,
100385,wagon,3723,Collapsible folding frame wagon,1,2024-09-09 04:42:18 UTC,
124126,drill,5214,Cordless drill,1,2024-11-02 16:23:23 UTC,45660
113980,heat gun,5131,Heat gun,1,2024-10-02 15:53:30 UTC,
91989,bolt cutter,525,Bolt cutter,1,2024-09-04 20:51:55 UTC,
115818,saw horse,5261,Saw horses,1,2024-10-09 12:02:53 UTC,
91391,sheet metal cutter,2042,Electric scissors cutting tool,6,2024-09-03 02:43:28 UTC,
77822,tent,4555,Camping tent,15,2024-08-08 04:00:29 UTC,41717
115916,work bench,805,Portable work table,1,2024-10-09 19:13:46 UTC,
82100,tarps,4727,Canopy ties,6,2024-08-17 04:39:13 UTC,42130
116556,tin snips,2573,Universal Shears,13,2024-10-11 01:16:39 UTC,44830
124594,folding table,5023,Folding table,1,2024-11-04 15:40:23 UTC,45753
124838,paint,4716,Paint tray,20,2024-11-05 16:48:50 UTC,45796
115061,food processor ,3736,Food processor,3,2024-10-05 21:39:20 UTC,44611
83601,chipper,460,Dado set,3,2024-08-21 02:20:35 UTC,
125758,planer,2438,Planer,4,2024-11-09 04:03:14 UTC,
76541,edger,4132,Electric edger,6,2024-08-05 22:08:59 UTC,41613
87754,laminator,1459,Laminator,1,2024-08-26 19:57:15 UTC,
117670,jointer,4123,Benchtop jointer,2,2024-10-13 03:31:32 UTC,
91733,hammer drill,5219,Masonry drill bit set,6,2024-09-04 00:56:24 UTC,43043
121489,air compressor,4401,Portable air compressor w/ air hose,4,2024-10-24 02:09:29 UTC,
93807,saw,5157,Reciprocating saw scraper,1,2024-09-07 22:04:07 UTC,
125554,hand saw,104,Hand saw,2,2024-11-08 17:03:34 UTC,
112716,pole saw,4905,Pole saw,7,2024-09-28 11:29:35 UTC,
122796,projector,5115,Mini LCD projector,1,2024-10-28 03:19:54 UTC,
120540,milling,3336,Precision tool set,24,2024-10-21 19:48:46 UTC,
84882,headlamp,5087,Headlamp,3,2024-08-24 00:18:05 UTC,
84310,folding wagon,3725,Collapsible folding frame wagon,3,2024-08-22 19:40:57 UTC,
92525,paper,3034,Manual tufting tool,30,2024-09-05 16:34:43 UTC,
108277,spray  paint,4410,Wheeled marking wand,1,2024-09-21 20:11:56 UTC,
76871,saw,3183,Cordless band saw,64,2024-08-06 14:45:05 UTC,
121981,dig,636,Garden claw,52,2024-10-25 01:22:10 UTC,
113863,soldering ,194,Soldering iron,7,2024-10-02 03:55:59 UTC,
79593,router ,3976,Circle cutting router jig,50,2024-08-12 03:16:41 UTC,
85941, trimmer,1124,Leaf mulcher and shredder,41,2024-08-25 05:20:31 UTC,
124144,box saw,4069,Miter box and saw,2,2024-11-02 17:09:25 UTC,
105568,sleeping,2811,Sleeping bag,21,2024-09-17 16:02:22 UTC,
112947,power washer,1959,Power washer (Heavy),16,2024-09-28 20:19:01 UTC,44318
93847,tent,4982,Tarp,37,2024-09-07 23:16:21 UTC,
82193,camping,5163,Sleeping pad,233,2024-08-17 11:51:31 UTC,
89523,seeds,539,Cultivator,2,2024-08-29 01:58:40 UTC,
108687,5026,5115,Mini LCD projector,1,2024-09-23 12:19:32 UTC,
113043,tripod,4541,Tripod,2,2024-09-29 03:54:58 UTC,
83500,hammer drill,4096,Hammer drill,1,2024-08-20 18:36:39 UTC,42285
118320,camping,4918,Sleeping pad,68,2024-10-14 15:22:13 UTC,44984
124623,sewing machine,638,Sewing machine,4,2024-11-04 17:33:59 UTC,
83589,lawn mower,5025,Electric lawn mower,9,2024-08-21 00:55:33 UTC,42311
84464,lopper,4131,Lopper,1,2024-08-23 03:09:19 UTC,
105897,tent,4679,Camping tent,17,2024-09-18 16:43:04 UTC,
102047,watch repair,2665,Watch repair toolkit,1,2024-09-11 23:18:19 UTC,
79942,post,1353,Post hole digger,3,2024-08-13 02:43:49 UTC,
103695,staple gun,1898,Staple gun,15,2024-09-15 03:54:46 UTC,
89558,dust,4197,Dust extractor accessory kit,1,2024-08-29 03:55:44 UTC,
93637,edger,4859,Edger and trencher,3,2024-09-07 18:01:14 UTC,
103892,sewing,4857,Sewing machine,5,2024-09-15 15:41:07 UTC,
109921,cricut,4811,Compact digital cutting machine,1,2024-09-26 16:37:21 UTC,
126173,infrared,2455,Infrared paint remover,2,2024-11-11 01:44:28 UTC,
126559,circuit,4903,Circuit tester,1,2024-11-12 12:15:51 UTC,
77835,brad nailer,2266,Cordless nail gun,16,2024-08-08 04:14:57 UTC,
108630,hammer drill,566,Hammer drill,8,2024-09-23 03:34:23 UTC,
124465,hole saw,3692,Hole saw - 6 inches,6,2024-11-03 21:03:28 UTC,
91193,heat gun,4140,Heat gun,2,2024-09-02 12:35:45 UTC,
100602,embroidery,5099,Sewing and quilting machine,3,2024-09-09 14:50:52 UTC,
91080,power washer,1959,Power washer (Heavy),16,2024-09-02 00:31:33 UTC,42995
90623,angle grinder,2178,Angle grinder,1,2024-08-31 17:19:39 UTC,
126988,table saw,2636,Portable table saw,12,2024-11-13 19:55:30 UTC,
102499,masonry bits,4583,Drilling and driving kit,5,2024-09-12 19:29:10 UTC,
83537,scroll saw,3915,Scroll saw,2,2024-08-20 21:35:18 UTC,
105891,sleeping pad,3300,Sleeping pad,28,2024-09-18 18:49:34 UTC,
114564,pruner,5041,Electric pruning shears,2,2024-10-04 16:18:52 UTC,
77018,cordless,4396,Cordless compact circular saw,19,2024-08-06 18:11:25 UTC,
121379,camcorder,3351,Digital camcorder,1,2024-10-23 20:59:53 UTC,
124830,workbench,805,Portable work table,7,2024-11-05 16:00:38 UTC,45770
118317,hand saw,617,Hand saw,7,2024-10-14 15:19:11 UTC,
112922,mixer,838,Stand mixer,5,2024-09-28 22:37:49 UTC,
83832,foam cutter,4353,Bow foam cutter,2,2024-08-21 17:56:09 UTC,
118729,drywall ,1621,Drywall screw gun,3,2024-10-15 23:56:43 UTC,45043
83969,printer,3602,3D printer,2,2024-08-22 00:49:20 UTC,
84335,press,2892,Drill press,9,2024-08-22 20:28:31 UTC,
117970,cone,3298,Traffic cone set,1,2024-10-13 12:31:22 UTC,
118292,tree,485,Electric pole saw,1,2024-10-14 13:58:39 UTC,44976
114029,tent,4418,Camping tent,1,2024-10-02 18:05:17 UTC,
119307,welder,4825,MIG welder,2,2024-10-18 02:08:11 UTC,
89767,oscillating tool,2353,Oscillating multi-tool,1,2024-08-29 21:55:36 UTC,42864
109970,aerator,1117,Garden and lawn aerator,3,2024-09-26 19:08:59 UTC,
125351,drill,4747,Corded drill,14,2024-11-07 20:14:37 UTC,45884
112820,table saw,5216,Portable table saw,6,2024-09-28 17:08:49 UTC,44300
90069,sleeping bag,3272,Sleeping bag,18,2024-08-30 05:59:16 UTC,
123537,drill press,1409,Drill guide,8,2024-10-31 03:15:52 UTC,
79872,tents,3953,Camping tent,2,2024-08-12 22:29:37 UTC,
79133,drills,5184,Hammer drill,1,2024-08-10 20:01:33 UTC,
125677,leaf blower,482,Electric blower,2,2024-11-08 20:49:25 UTC,45956
76137,shade,4071,Pop up canopy,13,2024-08-04 22:13:59 UTC,
100608,press,2892,Drill press,10,2024-09-09 15:06:38 UTC,
118579,hot tool,4278,Foam cutter,1,2024-10-15 15:45:59 UTC,
100845,torque wrench,4776,Torque wrench,2,2024-09-09 22:03:07 UTC,43327
122874,camera,2805,Digital camera with zoom lens,12,2024-10-28 17:29:10 UTC,45478
108568,tarp,4620,Drop cloth,16,2024-09-22 23:40:18 UTC,
75712,vacuum ,4988,Handheld vacuum,1,2024-08-03 20:44:59 UTC,
114112,laser,2604,Laser level,3,2024-10-02 22:44:27 UTC,
78494,paint spray,1279,Spray can handle,2,2024-08-09 15:19:31 UTC,
113766,leather,34,Punch kit,6,2024-10-01 20:25:30 UTC,
121063,trimmer,2598,Compact router,27,2024-10-22 19:45:14 UTC,
112303,reciprocating saw,4334,Reciprocating saw,23,2024-09-27 12:52:02 UTC,44241
99427,tent,126,Camping tent,21,2024-09-08 14:33:40 UTC,
79107,metal scissors,2042,Electric scissors cutting tool,1,2024-08-10 18:51:42 UTC,
119738,router,5302,Router bit - 25 degree chamfer 1/4 x 5/8,8,2024-10-19 15:20:46 UTC,
121259,hammer,5199,Rotary hammer,1,2024-10-23 15:28:21 UTC,
103051,angle grinder,408,Angle grinder (heavy duty),4,2024-09-14 03:01:37 UTC,
119678,sander,4637,Detail sander,6,2024-10-19 13:27:51 UTC,
82482,saw,458,Keyhole saw,46,2024-08-18 01:37:41 UTC,
125792,outdoor extension cord,4406,Extension cord,11,2024-11-09 12:19:18 UTC,45981
83518,sleeping pad,4939,Sleeping pad,2,2024-08-20 20:21:24 UTC,42301
91598,cutter,563,Cut-off tool,82,2024-09-03 18:53:51 UTC,
114912,dremel tool,2561,Dremel rotary tool with accessory kit,3,2024-10-05 16:54:49 UTC,44589
73838,camping,3477,Camping chair,38,2024-08-01 23:42:51 UTC,41400
92210,backpack,981,Women's backpacking pack,2,2024-09-05 12:41:51 UTC,
125554,vice,3992,Pipe vise,4,2024-11-08 17:47:05 UTC,
105310,saw,5242,Compound miter saw,41,2024-09-16 20:59:38 UTC,
91877,tent,5159,Camping tent,9,2024-09-04 15:29:26 UTC,
102939,sewing machine,638,Sewing machine,4,2024-09-13 23:27:03 UTC,
117523,air compressor ,3395,Portable air compressor,13,2024-10-12 20:24:59 UTC,
105657,punch,4631,Punch kit,5,2024-09-17 19:54:18 UTC,
115864,sander,3158,Orbital sander,12,2024-10-09 15:27:55 UTC,
124646,sander,5375,Sheet sander,7,2024-11-04 19:16:08 UTC,
82610,grinder,4961,Angle grinder (corded),2,2024-08-18 15:37:59 UTC,
114127,carpet cleaner,2824,Carpet and upholstery cleaner,5,2024-10-03 00:28:18 UTC,
121990,tents,3949,Camping tent,18,2024-10-25 01:48:00 UTC,
121369,wheelbarrow,5223,Metal wheelbarrow,6,2024-10-23 20:43:36 UTC,45318
90075,thermal,4903,Circuit tester,1,2024-08-30 07:24:22 UTC,
113282,dremel,3286,Dremel bit set - inverted cone,5,2024-09-30 01:38:03 UTC,
123228,crown stapler,3288,Electric staple gun,2,2024-10-29 22:16:47 UTC,
85007,router,1596,Router table with router,3,2024-08-24 14:41:56 UTC,
100822,compressor,2798,Portable air compressor,20,2024-09-09 21:06:15 UTC,
114230,grinder,593,Bench grinder,12,2024-10-03 14:22:12 UTC,
117533,nail gun,2801,Pneumatic nail gun,4,2024-10-12 20:43:39 UTC,
92506,shovel,2287,Shovel,19,2024-09-05 17:20:36 UTC,
78405,cricut,4811,Compact digital cutting machine,1,2024-08-09 10:47:32 UTC,41766
103513,tent,5189,Pop-up tent,19,2024-09-14 18:35:56 UTC,
91099,sewing ,4397,Sewing Machine,2,2024-09-02 01:37:26 UTC,
106404,power washer,3637,Pressure washer surface cleaner,6,2024-09-19 22:59:53 UTC,
114898,steam cleaner,4093,Carpet and upholstery cleaner,14,2024-10-05 16:18:11 UTC,
73845,mixer,351,Mud mixer,11,2024-08-02 00:18:46 UTC,
127234,cooler,4603,Cooler bag,11,2024-11-14 16:57:13 UTC,46453
90934,moisture,5222,Moisture meter,1,2024-09-01 14:54:24 UTC,
124237,headlamp,5086,Headlamp,2,2024-11-03 00:55:45 UTC,45704
108625,bosch,5175,Decorative router bit set,17,2024-09-23 02:55:40 UTC,
104152,cricut,4271,Digital cutting machine,4,2024-09-15 20:53:50 UTC,
101859,pump sprayer,5122,Liquid sprayer for BLEACH,1,2024-09-11 15:07:13 UTC,
87587,drill,4834,Corded drill,22,2024-08-26 14:17:32 UTC,42670
126713,infrared,3831,Infrared thermometer,3,2024-11-13 00:39:55 UTC,
89747,plan,4123,Benchtop jointer,58,2024-08-29 16:16:36 UTC,
105910,sander,2804,Sheet sander,4,2024-09-18 17:18:39 UTC,
78766,canopy,2496,Pop up canopy,3,2024-08-10 04:51:24 UTC,
102559,lawnmower ,3120,Cordless electric lawn mower,2,2024-09-12 21:14:27 UTC,
108783,gopro,2459,GoPro video camera,1,2024-09-23 18:25:00 UTC,
126017,vacuum ,3363,Carpet and upholstery cleaner,20,2024-11-10 10:04:18 UTC,
90960,sander,4839,Orbital sander (+finish & detailer),1,2024-09-01 16:51:29 UTC,
104098,tent,3935,Camping tent,12,2024-09-15 19:52:07 UTC,
108726,camping,5154,Car bike rack,19,2024-09-23 15:05:48 UTC,
102228,saw,5242,Compound miter saw,40,2024-09-12 03:40:46 UTC,
112946,sleeping bag,4951,Sleeping bag,18,2024-09-28 20:06:53 UTC,44311
88779,punch set,309,Hollow punch set,4,2024-08-27 03:38:17 UTC,
93772,power washer,4125,Power washer,11,2024-09-07 20:49:00 UTC,
116830,4745,4834,Corded drill,1,2024-10-11 18:21:50 UTC,
84494,router bits,5169,Decorative router bit set,3,2024-08-23 04:48:34 UTC,
105657,punch,4687,Knockout punch,23,2024-09-17 19:54:46 UTC,
114898,steam cleaner,2435,Carpet and upholstery cleaner,12,2024-10-05 16:19:06 UTC,
77682,lawn mower,4457,Electric lawn mower,12,2024-08-07 21:36:46 UTC,
79215,vacuum,3850,Vacuum cleaner,4,2024-08-11 00:31:18 UTC,
84287,polish,402,Dremel rotary tool with accessory kit,12,2024-08-22 18:26:29 UTC,
89846,144,235,Steel square,1,2024-08-29 20:24:39 UTC,42855
81894,camera,47,Film camera,6,2024-08-16 16:15:48 UTC,
123856,tile cutter,4789,Tile & glass cutter,1,2024-11-01 14:54:30 UTC,
102943,painting,3301,Optical binocular machine,88,2024-09-14 00:24:41 UTC,
116242,angle grinder,4470,Angle grinder,6,2024-10-10 11:55:30 UTC,44775
123963,boiler,3405,Canister stove,2,2024-11-01 21:29:06 UTC,
76043,clamps,4477,Bar clamp - 12 inches,30,2024-08-04 17:34:31 UTC,41531
106353,camping mat,4933,Sleeping pad,9,2024-09-19 20:04:43 UTC,43915
127387,5%2f16%e2%80%9d nutdriver,4367,Nut driver set,2,2024-11-15 00:43:43 UTC,46642
112575,push stick,3326,Push stick,3,2024-09-28 01:48:02 UTC,
118429,rug cleaner,2876,Carpet and upholstery cleaner,4,2024-10-15 00:15:45 UTC,45005
102639,wood,5113,Wood chipper and shredder,3,2024-09-13 01:49:10 UTC,
123124,soup pot,434,Stock pot,1,2024-10-29 17:04:21 UTC,
90794,wagon,3726,Collapsible folding frame wagon,4,2024-08-31 23:35:59 UTC,
118462,firepit,4073,Fire pit,1,2024-10-15 02:05:25 UTC,
126002,self level,3899,Multi-line 360° laser level (auto-leveling),5,2024-11-10 05:58:00 UTC,46033
125078,dry wall,4786,Paint mixer,19,2024-11-06 22:21:26 UTC,
91598,glue gun,4831,Hot glue gun,3,2024-09-03 18:25:10 UTC,43030
106787,magnet,176,Magnetic picker upper,3,2024-09-20 18:47:01 UTC,
124116,4307,4360,Right angle clamp,1,2024-11-02 16:18:45 UTC,45658
116788,nail gun,3455,Pin nail gun (Requires air compressor),5,2024-10-11 15:56:11 UTC,
83583,miter saw,3910,Sliding compound miter saw,6,2024-08-21 02:13:58 UTC,
91393,rack,2385,Rear bike rack,7,2024-09-03 03:14:13 UTC,43007
102939,sewing machine,4383,Sewing machine,6,2024-09-13 23:27:51 UTC,
78276,plumbing,3861,Drain snake,42,2024-08-09 01:01:21 UTC,
73796,camping stove,3405,Canister stove,9,2024-08-01 22:40:53 UTC,
119101,jack stand,4092,Hydraulic floor jack and jack stand kit,3,2024-10-17 13:29:08 UTC,
99427,camping chair,4448,Camping chair,2,2024-09-08 14:26:37 UTC,43253
77965,power washer,1261,Power washer,9,2024-08-08 15:25:10 UTC,
85821,aerator,4205,Lawn thatching rake,6,2024-08-25 03:34:04 UTC,
113206,yarn,3144,Spinning wheel with skein winder,3,2024-09-29 19:28:27 UTC,
121109,air compressor,804,Portable air compressor w/ air hose,2,2024-10-23 00:04:59 UTC,
106878,bench clamp,2815,Bench clamp,1,2024-09-21 01:19:35 UTC,
123468,cleaner,4469,Compact circular saw,41,2024-10-30 21:54:10 UTC,
116788,saw horse,1370,Saw horses,9,2024-10-11 15:52:52 UTC,
127096,obd,1300,OBDII scanner,2,2024-11-13 23:54:47 UTC,
101992,hand truck,467,Hand truck,2,2024-09-11 20:29:17 UTC,
126002,tile,4322,Tile leveling pliers and wedges,29,2024-11-10 05:58:40 UTC,
77949,float,2184,Grout float,6,2024-08-08 16:42:22 UTC,
119853,camping,4946,Sleeping pad,83,2024-10-19 22:07:49 UTC,
105307,laser level,2457,Laser level,13,2024-09-16 21:26:19 UTC,
112195,hammer drill,3628,SDS bit set,19,2024-09-27 00:24:54 UTC,
89377,serger,1419,Serger (3/4 Thread Serger with Differential Feed),1,2024-08-28 18:05:39 UTC,
114520,food processor,3736,Food processor,3,2024-10-04 14:13:47 UTC,
80256,pipe,789,Pipe wrench,1,2024-08-14 00:46:40 UTC,
84609,tent,4387,Camping tent,4,2024-08-23 14:11:02 UTC,
82734,bender,730,Metal bender,1,2024-08-18 23:49:33 UTC,
115332,loom,4973,Darning loom,3,2024-10-07 02:07:19 UTC,
93684,wood chipper,5113,Wood chipper and shredder,2,2024-09-07 19:09:21 UTC,
103892,barrel,4860,Concrete mixer,2,2024-09-15 15:02:00 UTC,
125795,mic,133,USB microphone,11,2024-11-09 12:54:57 UTC,
109256,microphone ,4336,USB microphone,7,2024-09-25 01:29:38 UTC,
106523,heat press,1303,Heat press machine,1,2024-09-20 02:57:52 UTC,
116361,bur ,4826,Diamond burr set,3,2024-10-10 17:17:45 UTC,
92340,pipe clamps,4479,Pipe clamp - 55 inches,4,2024-09-05 14:23:14 UTC,43118
103297,concrete bits,3950,SDS bit set,9,2024-09-14 15:19:48 UTC,43588
103692,aerator,2921,Garden and lawn aerator,2,2024-09-15 03:30:06 UTC,
79736,camp ,4418,Camping tent,1,2024-08-12 14:54:43 UTC,
116953,tap and die,5134,Die and tap set,1,2024-10-12 00:02:49 UTC,
79277,cart,4136,Folding hand cart,3,2024-08-11 09:38:50 UTC,
102759,laser level,2457,Laser level,3,2024-09-13 15:01:02 UTC,
116890,nail gun,3246,Nail gun (Requires air compressor),9,2024-10-11 19:26:07 UTC,44871
84157,compound miter saw,3407,Compound miter saw,4,2024-08-22 15:21:20 UTC,
122879,processor,4713,Food processor,1,2024-10-28 16:43:07 UTC,45466
